uuid,slug,name,website,found,num_files,errors,skipped
fed757c7-209e-4128-8b8d-70b31a47db77,usha-foods--fed757c7,Usha Foods,https://ushafoods.com/,1,2,fetch_failed:https://www.ushafoods.com/_files/ugd/72a06a_22102d633efb449d9008fb470895e236.pdf:200:application/pdf;fetch_failed:https://www.ushafoods.com/_files/ugd/72a06a_8a11589db47f45d28e1df5a648514890.pdf:200:application/pdf;fetch_failed:https://www.ushafoods.com/_files/ugd/72a06a_03009606ac824dac8d51978fd0118688.pdf:200:application/pdf;blocked_by_robots:https://www.facebook.com/UshaFoods/;fetch_failed:https://www.ushafoods.com/_files/ugd/72a06a_22102d633efb449d9008fb470895e236.pdf:200:application/pdf;fetch_failed:https://www.ushafoods.com/_files/ugd/72a06a_8a11589db47f45d28e1df5a648514890.pdf:200:application/pdf;fetch_failed:https://www.ushafoods.com/_files/ugd/72a06a_03009606ac824dac8d51978fd0118688.pdf:200:application/pdf;blocked_by_robots:https://www.facebook.com/UshaFoods/;skipped_existing_menu,1
ae3f210c-8ecc-411b-b732-fd272c422d88,lo-fatt-chow--ae3f210c,Lo Fatt Chow,http://www.lofattchow.com/,1,5,pdf_exception:https://ehc-west-0-bucket.s3.us-west-2.amazonaws.com/web/documents/lofattchow/menu_4765.pdf:name 'convert_pdf_to_html' is not defined;skipped_existing_menu,1
d91bf3ae-3402-406f-93bd-d4009cc55e47,martha-s-american-bistro,Martha's American Bistro,https://tarachinyc.com,0,0,homepage_unavailable:None:None,0
75f46038-a916-419a-9685-f7ae1bf2861e,bed-stuy-fish-fry--75f46038,Bed Stuy Fish Fry,http://bedstuyfishfry.com/,1,5,skipped_existing_menu,1
34ff16e7-a995-4db0-ac69-1127cdf3e6ad,the-little-beet,The Little Beet,http://www.thepennsy.nyc/the-little-beet/,0,0,homepage_unavailable:None:None,0
a1d5cc7a-051b-4def-9a7a-711683b7add7,pat-lafrieda-meat-purveyors,Pat LaFrieda Meat Purveyors,http://www.thepennsy.nyc/pat-lafrieda/,0,0,homepage_unavailable:None:None,0
0bcdda04-805e-40b1-9e2f-f5f14b77a29d,ribalta,Ribalta,http://www.thepennsy.nyc/ribalta/,0,0,homepage_unavailable:None:None,0
e47ed677-3a35-40f4-a7e0-571cf9f6eb2b,sabi-sushi,Sabi Sushi,http://www.thepennsy.nyc/sabi-sushi/,0,0,homepage_unavailable:None:None,0
30c605ac-2d06-4e27-b293-36696fe56f1d,place-des-f-tes--30c605ac,Place des Fêtes,https://www.pdfnyc.com,1,3,skipped_existing_menu,1
89062119-6129-47ac-9b1a-f00363455d80,el-paso,El Paso,https://elpasony.com/,0,0,error_page:https://elpasony.com/menu:404;error_page:https://elpasony.com/menus:404;error_page:https://elpasony.com/our-menu:404;error_page:https://elpasony.com/our-menus:404;error_page:https://elpasony.com/food-menu:404;error_page:https://elpasony.com/food-menus:404;error_page:https://elpasony.com/dinner-menu:404;error_page:https://elpasony.com/lunch-menu:404;error_page:https://elpasony.com/brunch-menu:404;error_page:https://elpasony.com/breakfast-menu:404;error_page:https://elpasony.com/kids-menu:404;error_page:https://elpasony.com/kid-menu:404;error_page:https://elpasony.com/kids:404;error_page:https://elpasony.com/drinks-menu:404;error_page:https://elpasony.com/drink-menu:404;error_page:https://elpasony.com/beverages-menu:404;error_page:https://elpasony.com/beverage-menu:404;error_page:https://elpasony.com/wine-menu:404;error_page:https://elpasony.com/dessert-menu:404;error_page:https://elpasony.com/specials:404;error_page:https://elpasony.com/daily-specials:404;error_page:https://elpasony.com/today-specials:404;error_page:https://elpasony.com/buffet-menu:404;error_page:https://elpasony.com/takeaway-menu:404;error_page:https://elpasony.com/take-out-menu:404;error_page:https://elpasony.com/delivery-menu:404;error_page:https://elpasony.com/order-online/menu:404;error_page:https://elpasony.com/order/menu:404;error_page:https://elpasony.com/menu.html:404;error_page:https://elpasony.com/menus.html:404;error_page:https://elpasony.com/our-menu.html:404;error_page:https://elpasony.com/food-menu.html:404;error_page:https://elpasony.com/lunch-menu.html:404;error_page:https://elpasony.com/dinner-menu.html:404;error_page:https://elpasony.com/menu.pdf:404;error_page:https://elpasony.com/menus.pdf:404;error_page:https://elpasony.com/our-menu.pdf:404;error_page:https://elpasony.com/food-menu.pdf:404;error_page:https://elpasony.com/dinner-menu.pdf:404;error_page:https://elpasony.com/lunch-menu.pdf:404;error_page:https://elpasony.com/brunch-menu.pdf:404;error_page:https://elpasony.com/breakfast-menu.pdf:404;error_page:https://elpasony.com/kids-menu.pdf:404;error_page:https://elpasony.com/drinks-menu.pdf:404;error_page:https://elpasony.com/drink-menu.pdf:404;error_page:https://elpasony.com/takeaway-menu.pdf:404;error_page:https://elpasony.com/take-out-menu.pdf:404;error_page:https://elpasony.com/dessert-menu.pdf:404;error_page:https://elpasony.com/wine-menu.pdf:404;error_page:https://elpasony.com/specials.pdf:404;error_page:https://elpasony.com/buffet-menu.pdf:404;error_page:https://elpasony.com/wp-content/uploads/menu.pdf:404;error_page:https://elpasony.com/wp-content/uploads/menus.pdf:404;error_page:https://elpasony.com/wp-content/uploads/2023/menu.pdf:404;error_page:https://elpasony.com/wp-content/uploads/2024/menu.pdf:404;error_page:https://elpasony.com/wp-content/uploads/2022/menu.pdf:404;error_page:https://elpasony.com/files/menu.pdf:404;error_page:https://elpasony.com/uploads/menu.pdf:404;error_page:https://elpasony.com/download/menu.pdf:404;error_page:https://elpasony.com/documents/menu.pdf:404;error_page:https://elpasony.com/docs/menu.pdf:404;error_page:https://elpasony.com/menu/dinner:404;error_page:https://elpasony.com/menu/lunch:404;error_page:https://elpasony.com/menu/brunch:404;error_page:https://elpasony.com/menu/breakfast:404;error_page:https://elpasony.com/menu/drinks:404;error_page:https://elpasony.com/menu/beverages:404;error_page:https://elpasony.com/menu/kids:404;error_page:https://elpasony.com/menu/dessert:404;error_page:https://elpasony.com/menu/specials:404;error_page:https://elpasony.com/restaurant-menu:404;error_page:https://elpasony.com/the-menu:404;error_page:https://elpasony.com/menus-list:404;error_page:https://elpasony.com/full-menu:404;error_page:https://elpasony.com/complete-menu:404;error_page:https://elpasony.com/menu-card:404;error_page:https://elpasony.com/menu-list:404;error_page:https://elpasony.com/food:404;error_page:https://elpasony.com/eat:404;error_page:https://elpasony.com/order:404;error_page:https://elpasony.com/order-online:404,0
b26105b1-f0d8-4b38-b445-816d0dc6f8f7,thai-son--b26105b1,Thai Son,http://thai-son.top/,1,5,skipped_existing_menu,1
78eb77a9-8ed8-4d40-9c9c-91da955991db,shanghai-villa,Shanghai Villa,https://order.mealkeyway.com/merchant/4e5259586b574d6b434253426e474956696d474a4c513d3d/main,0,0,error_page:https://order.mealkeyway.com/menu:200;error_page:https://order.mealkeyway.com/menus:200;error_page:https://order.mealkeyway.com/our-menu:200;error_page:https://order.mealkeyway.com/our-menus:200;error_page:https://order.mealkeyway.com/food-menu:200;error_page:https://order.mealkeyway.com/food-menus:200;error_page:https://order.mealkeyway.com/dinner-menu:200;error_page:https://order.mealkeyway.com/lunch-menu:200;error_page:https://order.mealkeyway.com/brunch-menu:200;error_page:https://order.mealkeyway.com/breakfast-menu:200;error_page:https://order.mealkeyway.com/kids-menu:200;error_page:https://order.mealkeyway.com/kid-menu:200;error_page:https://order.mealkeyway.com/kids:200;error_page:https://order.mealkeyway.com/drinks-menu:200;error_page:https://order.mealkeyway.com/drink-menu:200;error_page:https://order.mealkeyway.com/beverages-menu:200;error_page:https://order.mealkeyway.com/beverage-menu:200;error_page:https://order.mealkeyway.com/wine-menu:200;error_page:https://order.mealkeyway.com/dessert-menu:200;error_page:https://order.mealkeyway.com/specials:200;error_page:https://order.mealkeyway.com/daily-specials:200;error_page:https://order.mealkeyway.com/today-specials:200;error_page:https://order.mealkeyway.com/buffet-menu:200;error_page:https://order.mealkeyway.com/takeaway-menu:200;error_page:https://order.mealkeyway.com/take-out-menu:200;error_page:https://order.mealkeyway.com/delivery-menu:200;error_page:https://order.mealkeyway.com/order-online/menu:200;error_page:https://order.mealkeyway.com/order/menu:200;error_page:https://order.mealkeyway.com/menu.html:200;error_page:https://order.mealkeyway.com/menus.html:200;error_page:https://order.mealkeyway.com/our-menu.html:200;error_page:https://order.mealkeyway.com/food-menu.html:200;error_page:https://order.mealkeyway.com/lunch-menu.html:200;error_page:https://order.mealkeyway.com/dinner-menu.html:200;error_page:https://order.mealkeyway.com/menu.pdf:200;error_page:https://order.mealkeyway.com/menus.pdf:200;error_page:https://order.mealkeyway.com/our-menu.pdf:200;error_page:https://order.mealkeyway.com/food-menu.pdf:200;error_page:https://order.mealkeyway.com/dinner-menu.pdf:200;error_page:https://order.mealkeyway.com/lunch-menu.pdf:200;error_page:https://order.mealkeyway.com/brunch-menu.pdf:200;error_page:https://order.mealkeyway.com/breakfast-menu.pdf:200;error_page:https://order.mealkeyway.com/kids-menu.pdf:200;error_page:https://order.mealkeyway.com/drinks-menu.pdf:200;error_page:https://order.mealkeyway.com/drink-menu.pdf:200;error_page:https://order.mealkeyway.com/takeaway-menu.pdf:200;error_page:https://order.mealkeyway.com/take-out-menu.pdf:200;error_page:https://order.mealkeyway.com/dessert-menu.pdf:200;error_page:https://order.mealkeyway.com/wine-menu.pdf:200;error_page:https://order.mealkeyway.com/specials.pdf:200;error_page:https://order.mealkeyway.com/buffet-menu.pdf:200;error_page:https://order.mealkeyway.com/wp-content/uploads/menu.pdf:200;error_page:https://order.mealkeyway.com/wp-content/uploads/menus.pdf:200;error_page:https://order.mealkeyway.com/wp-content/uploads/2023/menu.pdf:200;error_page:https://order.mealkeyway.com/wp-content/uploads/2024/menu.pdf:200;error_page:https://order.mealkeyway.com/wp-content/uploads/2022/menu.pdf:200;error_page:https://order.mealkeyway.com/files/menu.pdf:200;error_page:https://order.mealkeyway.com/uploads/menu.pdf:200;error_page:https://order.mealkeyway.com/download/menu.pdf:200;error_page:https://order.mealkeyway.com/documents/menu.pdf:200;error_page:https://order.mealkeyway.com/docs/menu.pdf:200;error_page:https://order.mealkeyway.com/menu/dinner:200;error_page:https://order.mealkeyway.com/menu/lunch:200;error_page:https://order.mealkeyway.com/menu/brunch:200;error_page:https://order.mealkeyway.com/menu/breakfast:200;error_page:https://order.mealkeyway.com/menu/drinks:200;error_page:https://order.mealkeyway.com/menu/beverages:200;error_page:https://order.mealkeyway.com/menu/kids:200;error_page:https://order.mealkeyway.com/menu/dessert:200;error_page:https://order.mealkeyway.com/menu/specials:200;error_page:https://order.mealkeyway.com/restaurant-menu:200;error_page:https://order.mealkeyway.com/the-menu:200;error_page:https://order.mealkeyway.com/menus-list:200;error_page:https://order.mealkeyway.com/full-menu:200;error_page:https://order.mealkeyway.com/complete-menu:200;error_page:https://order.mealkeyway.com/menu-card:200;error_page:https://order.mealkeyway.com/menu-list:200;error_page:https://order.mealkeyway.com/food:200;error_page:https://order.mealkeyway.com/eat:200;error_page:https://order.mealkeyway.com/order:200;error_page:https://order.mealkeyway.com/order-online:200,0
d86fd782-44c3-4c63-bc19-e3969c47e720,izakaya-juraku--d86fd782,Izakaya Juraku,https://www.izakayajuraku.com,1,2,skipped_existing_menu,1
589780be-44b2-4c86-b6b5-926ad1b18ca6,mighty-quinn-s--589780be,Mighty Quinn's,https://www.mightyquinnsbbq.com/location/gowanus/,1,1,skipped_existing_menu,1
ed85b1c9-87ae-484d-87b1-1f58c841dd2a,cucina-di-vargas,Cucina di Vargas,https://www.marinarahewlett.com/,0,0,error_page:https://www.marinarahewlett.com/:403;error_page:https://www.marinarahewlett.com/menu:403;error_page:https://www.marinarahewlett.com/menus:403;error_page:https://www.marinarahewlett.com/our-menu:403;error_page:https://www.marinarahewlett.com/our-menus:403;error_page:https://www.marinarahewlett.com/food-menu:403;error_page:https://www.marinarahewlett.com/food-menus:403;error_page:https://www.marinarahewlett.com/dinner-menu:403;error_page:https://www.marinarahewlett.com/lunch-menu:403;error_page:https://www.marinarahewlett.com/brunch-menu:403;error_page:https://www.marinarahewlett.com/breakfast-menu:403;error_page:https://www.marinarahewlett.com/kids-menu:403;error_page:https://www.marinarahewlett.com/kid-menu:403;error_page:https://www.marinarahewlett.com/kids:403;error_page:https://www.marinarahewlett.com/drinks-menu:403;error_page:https://www.marinarahewlett.com/drink-menu:403;error_page:https://www.marinarahewlett.com/beverages-menu:403;error_page:https://www.marinarahewlett.com/beverage-menu:403;error_page:https://www.marinarahewlett.com/wine-menu:403;error_page:https://www.marinarahewlett.com/dessert-menu:403;error_page:https://www.marinarahewlett.com/specials:403;error_page:https://www.marinarahewlett.com/daily-specials:403;error_page:https://www.marinarahewlett.com/today-specials:403;error_page:https://www.marinarahewlett.com/buffet-menu:403;error_page:https://www.marinarahewlett.com/takeaway-menu:403;error_page:https://www.marinarahewlett.com/take-out-menu:403;error_page:https://www.marinarahewlett.com/delivery-menu:403;error_page:https://www.marinarahewlett.com/order-online/menu:403;error_page:https://www.marinarahewlett.com/order/menu:403;error_page:https://www.marinarahewlett.com/menu.html:403;error_page:https://www.marinarahewlett.com/menus.html:403;error_page:https://www.marinarahewlett.com/our-menu.html:403;error_page:https://www.marinarahewlett.com/food-menu.html:403;error_page:https://www.marinarahewlett.com/lunch-menu.html:403;error_page:https://www.marinarahewlett.com/dinner-menu.html:403;error_page:https://www.marinarahewlett.com/menu.pdf:403;error_page:https://www.marinarahewlett.com/menus.pdf:403;error_page:https://www.marinarahewlett.com/our-menu.pdf:403;error_page:https://www.marinarahewlett.com/food-menu.pdf:403;error_page:https://www.marinarahewlett.com/dinner-menu.pdf:403;error_page:https://www.marinarahewlett.com/lunch-menu.pdf:403;error_page:https://www.marinarahewlett.com/brunch-menu.pdf:403;error_page:https://www.marinarahewlett.com/breakfast-menu.pdf:403;error_page:https://www.marinarahewlett.com/kids-menu.pdf:403;error_page:https://www.marinarahewlett.com/drinks-menu.pdf:403;error_page:https://www.marinarahewlett.com/drink-menu.pdf:403;error_page:https://www.marinarahewlett.com/takeaway-menu.pdf:403;error_page:https://www.marinarahewlett.com/take-out-menu.pdf:403;error_page:https://www.marinarahewlett.com/dessert-menu.pdf:403;error_page:https://www.marinarahewlett.com/wine-menu.pdf:403;error_page:https://www.marinarahewlett.com/specials.pdf:403;error_page:https://www.marinarahewlett.com/buffet-menu.pdf:403;error_page:https://www.marinarahewlett.com/wp-content/uploads/menu.pdf:403;error_page:https://www.marinarahewlett.com/wp-content/uploads/menus.pdf:403;error_page:https://www.marinarahewlett.com/wp-content/uploads/2023/menu.pdf:403;error_page:https://www.marinarahewlett.com/wp-content/uploads/2024/menu.pdf:403;error_page:https://www.marinarahewlett.com/wp-content/uploads/2022/menu.pdf:403;error_page:https://www.marinarahewlett.com/files/menu.pdf:403;error_page:https://www.marinarahewlett.com/uploads/menu.pdf:403;error_page:https://www.marinarahewlett.com/download/menu.pdf:403;error_page:https://www.marinarahewlett.com/documents/menu.pdf:403;error_page:https://www.marinarahewlett.com/docs/menu.pdf:403;error_page:https://www.marinarahewlett.com/menu/dinner:403;error_page:https://www.marinarahewlett.com/menu/lunch:403;error_page:https://www.marinarahewlett.com/menu/brunch:403;error_page:https://www.marinarahewlett.com/menu/breakfast:403;error_page:https://www.marinarahewlett.com/menu/drinks:403;error_page:https://www.marinarahewlett.com/menu/beverages:403;error_page:https://www.marinarahewlett.com/menu/kids:403;error_page:https://www.marinarahewlett.com/menu/dessert:403;error_page:https://www.marinarahewlett.com/menu/specials:403;error_page:https://www.marinarahewlett.com/restaurant-menu:403;error_page:https://www.marinarahewlett.com/the-menu:403;error_page:https://www.marinarahewlett.com/menus-list:403;error_page:https://www.marinarahewlett.com/full-menu:403;error_page:https://www.marinarahewlett.com/complete-menu:403;error_page:https://www.marinarahewlett.com/menu-card:403;error_page:https://www.marinarahewlett.com/menu-list:403;error_page:https://www.marinarahewlett.com/food:403;error_page:https://www.marinarahewlett.com/eat:403;error_page:https://www.marinarahewlett.com/order:403;error_page:https://www.marinarahewlett.com/order-online:403,0
